question,answer,image_id
what is the object close to the door,door_knob,image1026
what is the colour of the telephone,black,image3
what is in front of the paper,remote_control,image392
what is above the night stand,"alarm_clock, lamp",image1178
what is on the table,paper_holder,image623
how many red colour sofas are there,2,image1309
what is the object close to the wall below the window,heater,image590
what is beneath the chair,machine,image454
what is placed on the shelf,books,image262
what color is the tablecloth,green,image263
what is the colour of the object hanged in the bicycle,blue,image985
how many maroon chairs are there,8,image1346
what is right of shelf,door,image543
how many laptops are there,1,image376
what is the colour of the door,white,image12
how many photo frames stuck on the wall,3,image798
what is on the left side of the drawer,dishwasher,image818
what is on the right side of the bookshelf,door,image1251
what is the object on the floor right of the table,box,image643
what is on the right side of the shelf,chair,image1019
how many stools are available,2,image105
what is on the left wall of the projector screen,whiteboard,image26
what is behind the sofa,whiteboard,image439
what is on the wall,picture,image1047
what is behind the sofa,photo,image1270
how many blue objects are on the top of the cabinet but not below the tape dispenser or in the pen stand,1,image11
what is behind the sink,salt_and_pepper,image139
what is the object on top of the shelf frame,cup,image98
what is on the right side of the book,bottle,image794
what color are the chairs,blue,image307
how many drawer knobs are there,7,image904
what are found behind lamp,plant,image1231
what is the white object on the while wall,paper_rack,image10
what is on the right side of the sink,jug,image818
what is beneath the television,dvd_player,image912
what is in front of the sofa,carton,image486
what is the object for air conditioning,fan,image595
what is on the stand,towel,image492
what is on the right side of the wash basin,bottle_of_liquid,image648
what is the object on the floor left of the window,stool,image1273
what is on the left side of the tap,cup,image700
what is found behind the dining table,window,image878
what is to the opposite of the sofa,table,image1251
what is on the left most side on the table,telephone,image939
what is stuck on the wall,photo,image1191
what are the objects placed on the counter left side of the printer,"stapler, staple_remover, tape_dispenser, hole_puncher",image11
what is to the right of table,lamp,image52
how many drawers are there,3,image1319
what is on the wooden box,"carton, chart_roll",image1067
what color is the bed,brown,image535
what is the object close to the wall,picture,image1019
what is on the table,"tissue_box, remote_control",image419
what is to the right of the clock,box,image453
what is the colour of the object on the chair,white,image989
what is on the table,"paper, decorative_item",image880
how many drawers are on the left side of the desk,10,image381
what is on the wall,light,image381
what is the object close to the counter,sink,image575
what is on the left side of the sink,stand,image885
what is on the table,"decorative_item, flower, vase",image487
what is on the left side of the door,window,image794
what is the object close to the floor,bathtub,image737
what is the object on the table,lamp,image941
what is on the left most side,crib,image944
what is in front of door,ladder,image578
what is first on the left side of the wall,cabinet,image1296
what is the colour of the shirt on the picture,green,image179
what is the colour of the chair behind the red chair,black,image1215
what is to the left of the laptop,printer,image393
what is the object right of the screen,cabinet,image911
what are on the sofa,"pillow, remote_control",image1311
what is to right of toilet,sink,image701
what is the colour of the towel,green,image848
what is on the left side of the glass,bathtub,image696
what object is found opposite to the chair,window,image957
